timestamp_ms,ax_raw,ay_raw,az_raw,label
2845,791,1492,-547,anomalie
2850,15,-161,382,anomalie
2855,-231,1640,191,anomalie
2860,57,1570,-32,anomalie
2865,142,-110,-395,anomalie
2870,15,1617,-480,anomalie
2875,-327,1632,-219,anomalie
2880,-946,-333,1027,anomalie
2885,176,1378,7,anomalie
2890,138,1703,-239,anomalie
2895,830,-254,90,anomalie
2900,-35,1339,-58,anomalie
2905,-74,1859,-23,anomalie
2910,53,-211,496,anomalie
2915,138,1246,-672,anomalie
2920,153,2047,-738,anomalie
2925,-277,-176,195,anomalie
2930,-1058,812,835,anomalie
2935,215,2047,-438,anomalie
2940,-143,-98,101,anomalie
2945,768,804,-35,anomalie
2950,-227,2047,-665,anomalie
2955,376,101,156,anomalie
2960,-20,613,464,anomalie
2965,484,2047,-918,anomalie
2970,-70,437,-481,anomalie
2975,-323,414,317,anomalie
2980,-900,2047,27,anomalie
2985,257,648,-40,anomalie
2990,-239,242,454,anomalie
2995,837,2047,-430,anomalie
3000,-446,1109,-719,anomalie
3005,292,62,511,anomalie
3010,99,2047,-83,anomalie
3015,307,1187,-301,anomalie
3020,-150,-180,7,anomalie
3025,-24,2047,-313,anomalie
3030,-600,1332,113,anomalie
3035,57,-235,703,anomalie
3040,-331,1828,74,anomalie
3045,565,1511,-324,anomalie
3050,-350,-75,-286,anomalie
3055,411,1664,-114,anomalie
3060,19,1597,-124,anomalie
3065,207,-254,402,anomalie
3070,-170,1546,-391,anomalie
3075,-158,1660,-293,anomalie
3080,-296,-301,433,anomalie
3085,146,1320,234,anomalie
3090,-366,1742,-7,anomalie
3095,438,-258,414,anomalie
3100,-396,1406,-856,anomalie
3105,522,1898,-461,anomalie
3110,-177,-208,378,anomalie
3115,-93,972,449,anomalie
3120,-66,2047,-696,anomalie
3125,138,-157,35,anomalie
3130,-266,820,179,anomalie
3135,326,2047,-309,anomalie
3140,-516,19,273,anomalie
3145,326,683,402,anomalie
3150,-443,2047,-1340,anomalie
3155,684,210,-270,anomalie
3160,-147,539,332,anomalie
3165,-12,2047,-157,anomalie
3170,-120,527,-403,anomalie
3175,119,304,304,anomalie
3180,7,2047,-391,anomalie
3185,165,785,35,anomalie
3190,-627,199,671,anomalie
3195,434,2047,-125,anomalie
3200,-516,1257,-1290,anomalie
3205,430,-122,195,anomalie
3210,-24,2047,-208,anomalie
3215,-385,1203,316,anomalie
3220,-81,-204,207,anomalie
3225,303,1964,-364,anomalie
3230,303,1402,-387,anomalie
3235,65,-239,691,anomalie
3240,-558,1726,203,anomalie
3245,253,1527,-110,anomalie
3250,-393,-71,-657,anomalie
3255,430,1613,-329,anomalie
3260,-74,1613,-133,anomalie
3265,-235,-321,859,anomalie
3270,-89,1457,-286,anomalie
3275,69,1675,-274,anomalie
3280,215,-282,308,anomalie
3285,161,1289,300,anomalie
3290,-504,1796,27,anomalie
3295,334,-235,480,anomalie
3300,-462,1402,-926,anomalie
3305,522,1984,-516,anomalie
3310,-231,-180,347,anomalie
3315,-227,917,617,anomalie
3320,-50,2047,-661,anomalie
3325,149,-122,42,anomalie
3330,-246,832,183,anomalie
3335,342,2047,-270,anomalie
3340,-527,-4,281,anomalie
3345,303,671,386,anomalie
3350,-450,2047,-1309,anomalie
3355,730,207,-242,anomalie
3360,-89,539,277,anomalie
3365,196,2047,-321,anomalie
3370,-197,507,-504,anomalie
3375,34,343,277,anomalie
3380,-435,2047,-211,anomalie
3385,188,1714,-231,anomalie
3390,776,-231,85,anomalie
3395,49,1312,39,anomalie
3400,-285,1832,-16,anomalie
3405,84,-204,501,anomalie
3410,-31,1316,-903,anomalie
3415,399,2046,-719,anomalie
3420,-323,-176,285,anomalie
3425,-850,816,921,anomalie
3430,84,2047,-540,anomalie
3435,219,-114,-24,anomalie
3440,545,812,-67,anomalie
3445,103,2047,-379,anomalie
3450,-216,50,316,anomalie
3455,61,652,500,anomalie
3460,-74,2047,-1411,anomalie
3465,461,324,-465,anomalie
3470,-308,480,296,anomalie
3475,-562,2047,113,anomalie
3480,26,589,-300,anomalie
3485,196,261,347,anomalie
3490,403,2047,-458,anomalie
3495,69,914,-106,anomalie
3500,-546,140,730,anomalie
3505,284,2047,-136,anomalie
3510,-312,1281,-1309,anomalie
3515,334,-149,66,anomalie
3520,-47,2047,-211,anomalie
3525,-615,1230,347,anomalie
3530,-12,-223,246,anomalie
3535,288,1921,-348,anomalie
3540,468,1417,-481,anomalie
3545,38,-247,680,anomalie
3550,-512,1730,214,anomalie
3555,257,1546,-110,anomalie
3560,-369,-63,-676,anomalie
3565,426,1621,-379,anomalie
3570,-131,1613,-262,anomalie
3575,-300,-317,816,anomalie
3580,-104,1472,-250,anomalie
3585,84,1671,-317,anomalie
3590,261,-278,191,anomalie
3595,153,1312,257,anomalie
3600,-419,1777,15,anomalie
3605,303,-208,457,anomalie
3610,-396,1394,-960,anomalie
3615,565,1925,-464,anomalie
3620,-200,-184,363,anomalie
3625,-158,921,574,anomalie
3630,-58,2047,-683,anomalie
3635,161,-110,50,anomalie
3640,-273,820,250,anomalie
3645,334,2047,-250,anomalie
3650,-535,31,289,anomalie
3655,403,675,446,anomalie
3660,-469,2047,-1211,anomalie
3665,741,230,-172,anomalie
3670,-77,519,325,anomalie
3675,299,2047,-426,anomalie
3680,-150,511,-489,anomalie
3685,-54,320,320,anomalie
3690,-516,2047,-172,anomalie
3695,280,761,-7,anomalie
3700,-527,234,570,anomalie
3705,707,2047,-262,anomalie
3710,-562,1199,-985,anomalie
3715,384,-137,488,anomalie
3720,123,2047,-161,anomalie
3725,288,1261,-340,anomalie
3730,-231,-157,3,anomalie
3735,-77,2007,-266,anomalie
3740,-654,1312,105,anomalie
3745,99,-235,601,anomalie
3750,-216,1761,74,anomalie
3755,738,1531,-403,anomalie
3760,-208,-83,-51,anomalie
3765,115,1621,63,anomalie
3770,57,1589,-59,anomalie
3775,407,-188,-90,anomalie
3780,-104,1554,-516,anomalie
3785,-316,1671,-301,anomalie
3790,-938,-313,871,anomalie
3795,161,1347,31,anomalie
3800,146,1730,-192,anomalie
3805,764,-231,152,anomalie
3810,-27,1269,-20,anomalie
3815,-143,1839,-59,anomalie
3820,57,-196,492,anomalie
3825,53,1273,-786,anomalie
3830,349,2042,-715,anomalie
3835,-335,-153,250,anomalie
3840,-969,800,988,anomalie
